"SessionID","StudentLevel","Discipline","SessionDate","SessionLengthMin","TotalPrompts","TaskType","AI_AssistanceLevel","FinalOutcome","UsedAgain","SatisfactionRating","Month","Year","DayOfWeek","SessionEfficiency","Cluster"
"SESSION02998","Undergraduate","Math",2025-05-28,12.71,3,"Research",3,"Gave Up","True",3,"05","2025","Wednesday",0.2360346184107,2
"SESSION02999","High School","Psychology",2024-08-26,24.97,5,"Homework Help",3,"Idea Drafted","True",2.9,"08","2024","Monday",0.200240288346015,2
"SESSION03000","Graduate","History",2024-09-13,29.86,9,"Homework Help",3,"Assignment Completed","False",2.7,"09","2024","Friday",0.301406563965171,3
"SESSION03001","Undergraduate","Computer Science",2025-05-28,10.01,2,"Homework Help",1,"Assignment Completed","True",1,"05","2025","Wednesday",0.1998001998002,2
"SESSION03002","Undergraduate","Math",2025-04-02,37.94,7,"Homework Help",4,"Assignment Completed","True",4.6,"04","2025","Wednesday",0.18450184501845,3
"SESSION03003","High School","Business",2025-01-31,23.04,9,"Homework Help",5,"Assignment Completed","True",4.6,"01","2025","Friday",0.390625,1
"SESSION03004","High School","History",2025-06-07,17.53,6,"Coding",4,"Assignment Completed","True",4.3,"06","2025","Saturday",0.342270393610953,1
"SESSION03005","Graduate","Business",2025-06-19,7.61,2,"Writing",3,"Idea Drafted","False",2.6,"06","2025","Thursday",0.26281208935611,2
"SESSION03006","Graduate","Biology",2025-05-26,14.49,4,"Coding",3,"Gave Up","True",3.5,"05","2025","Monday",0.276052449965493,2
"SESSION03007","High School","Math",2024-07-30,79.08,19,"Writing",4,"Assignment Completed","True",3.5,"07","2024","Tuesday",0.240263024785028,3
"SESSION03008","Undergraduate","History",2024-07-02,17.81,4,"Studying",3,"Idea Drafted","False",1,"07","2024","Tuesday",0.224592925322852,2
"SESSION03009","Undergraduate","Psychology",2025-04-22,20.62,8,"Writing",2,"Idea Drafted","False",2.9,"04","2025","Tuesday",0.387972841901067,2
"SESSION03010","Undergraduate","Engineering",2024-08-20,3.46,1,"Brainstorming",4,"Confused","False",5,"08","2024","Tuesday",0.289017341040462,1
"SESSION03011","High School","Math",2025-02-28,43.03,17,"Coding",3,"Idea Drafted","True",3.6,"02","2025","Friday",0.395073204740878,3
"SESSION03012","High School","Business",2025-02-03,13.28,3,"Writing",3,"Assignment Completed","True",3.7,"02","2025","Monday",0.225903614457831,2
"SESSION03013","Undergraduate","Biology",2024-08-28,43.29,20,"Coding",4,"Assignment Completed","True",3.8,"08","2024","Wednesday",0.462000462000462,3
"SESSION03014","High School","History",2025-04-22,19.81,4,"Brainstorming",3,"Assignment Completed","True",3.8,"04","2025","Tuesday",0.201918223119637,2
"SESSION03015","Undergraduate","Computer Science",2025-06-18,15.16,7,"Writing",4,"Assignment Completed","False",4.5,"06","2025","Wednesday",0.461741424802111,1
"SESSION03016","Undergraduate","Engineering",2025-04-03,13.39,4,"Writing",3,"Assignment Completed","True",3.6,"04","2025","Thursday",0.298730395817774,2
"SESSION03017","High School","Computer Science",2025-06-24,8.31,2,"Studying",3,"Confused","True",3.6,"06","2025","Tuesday",0.240673886883273,2
"SESSION03018","Undergraduate","Biology",2025-02-06,33.82,7,"Writing",4,"Assignment Completed","True",4.7,"02","2025","Thursday",0.206978119455943,1
"SESSION03019","High School","Engineering",2025-04-10,13.51,5,"Homework Help",5,"Assignment Completed","True",5,"04","2025","Thursday",0.370096225018505,1
"SESSION03020","Undergraduate","Math",2024-11-06,7.76,2,"Coding",3,"Gave Up","True",3.5,"11","2024","Wednesday",0.257731958762887,2
"SESSION03021","Undergraduate","Biology",2025-03-08,34,11,"Homework Help",1,"Assignment Completed","True",1,"03","2025","Saturday",0.323529411764706,2
"SESSION03022","Undergraduate","Computer Science",2024-07-03,12.57,5,"Studying",3,"Assignment Completed","True",4.5,"07","2024","Wednesday",0.397772474144789,1
"SESSION03023","Undergraduate","Biology",2024-07-29,5.49,1,"Writing",2,"Assignment Completed","True",1.3,"07","2024","Monday",0.182149362477231,2
"SESSION03024","Graduate","Biology",2024-10-19,10.79,3,"Studying",4,"Confused","True",3.5,"10","2024","Saturday",0.278035217794254,1
"SESSION03025","Undergraduate","Business",2024-09-09,12.5,5,"Writing",4,"Assignment Completed","False",3.9,"09","2024","Monday",0.4,1
"SESSION03026","High School","History",2024-12-26,48.78,11,"Writing",2,"Assignment Completed","False",2.1,"12","2024","Thursday",0.22550225502255,3
"SESSION03027","Graduate","Psychology",2024-10-09,4.28,1,"Studying",3,"Assignment Completed","False",2.7,"10","2024","Wednesday",0.233644859813084,2
"SESSION03028","Graduate","Math",2025-03-04,20.52,6,"Coding",4,"Assignment Completed","False",4.9,"03","2025","Tuesday",0.292397660818713,1
"SESSION03029","Undergraduate","History",2025-05-27,31.36,12,"Coding",5,"Assignment Completed","True",5,"05","2025","Tuesday",0.38265306122449,3
"SESSION03030","Graduate","History",2025-04-05,8.86,1,"Homework Help",3,"Confused","False",3.9,"04","2025","Saturday",0.112866817155756,1
"SESSION03031","Undergraduate","Engineering",2025-01-08,18.81,3,"Writing",3,"Idea Drafted","True",3.1,"01","2025","Wednesday",0.159489633173844,2
"SESSION03032","Graduate","Psychology",2024-09-06,34.76,8,"Studying",5,"Assignment Completed","True",5,"09","2024","Friday",0.230149597238205,1
"SESSION03033","Graduate","Biology",2024-07-16,14.67,3,"Writing",5,"Assignment Completed","True",4.8,"07","2024","Tuesday",0.204498977505112,1
"SESSION03034","Undergraduate","Engineering",2025-02-16,19.22,6,"Coding",5,"Assignment Completed","True",2.9,"02","2025","Sunday",0.312174817898023,1
"SESSION03035","High School","Computer Science",2025-05-09,6.43,1,"Writing",5,"Idea Drafted","True",5,"05","2025","Friday",0.15552099533437,1
"SESSION03036","Undergraduate","History",2024-09-08,11.29,2,"Writing",3,"Idea Drafted","True",1.6,"09","2024","Sunday",0.177147918511957,2
"SESSION03037","Undergraduate","Biology",2025-06-13,13.48,5,"Coding",4,"Assignment Completed","True",4.8,"06","2025","Friday",0.370919881305638,1
"SESSION03038","Graduate","Biology",2024-06-25,30.26,6,"Studying",5,"Confused","False",4.5,"06","2024","Tuesday",0.198281559814937,1
"SESSION03039","Undergraduate","Psychology",2025-02-02,12.21,4,"Writing",5,"Idea Drafted","True",5,"02","2025","Sunday",0.327600327600328,1
"SESSION03040","Undergraduate","Psychology",2024-12-02,18.01,4,"Writing",4,"Assignment Completed","True",4.6,"12","2024","Monday",0.222098833981122,1
"SESSION03041","Undergraduate","Computer Science",2024-12-23,12.34,3,"Homework Help",4,"Assignment Completed","True",4.9,"12","2024","Monday",0.243111831442464,1
"SESSION03042","Undergraduate","Psychology",2024-07-26,17.67,6,"Coding",3,"Assignment Completed","True",3.7,"07","2024","Friday",0.33955857385399,2
"SESSION03043","Undergraduate","Business",2024-09-13,25.29,5,"Homework Help",5,"Assignment Completed","True",4.8,"09","2024","Friday",0.197706603400554,1
"SESSION03044","High School","Biology",2025-03-17,9.2,2,"Studying",3,"Confused","False",3.3,"03","2025","Monday",0.217391304347826,2
"SESSION03045","Undergraduate","Engineering",2025-02-09,9.28,3,"Writing",3,"Assignment Completed","True",2.9,"02","2025","Sunday",0.323275862068966,2
"SESSION03046","Graduate","Computer Science",2025-01-04,6,1,"Writing",4,"Idea Drafted","True",4,"01","2025","Saturday",0.166666666666667,1
"SESSION03047","Undergraduate","Computer Science",2024-07-30,8.61,3,"Writing",4,"Assignment Completed","True",2.6,"07","2024","Tuesday",0.348432055749129,2
"SESSION03048","Undergraduate","Psychology",2025-02-15,8.53,2,"Coding",5,"Idea Drafted","True",5,"02","2025","Saturday",0.234466588511137,1
"SESSION03049","Undergraduate","Engineering",2024-08-07,2.13,1,"Research",3,"Confused","False",3.9,"08","2024","Wednesday",0.469483568075117,1
"SESSION03050","Undergraduate","Psychology",2024-08-19,27.77,12,"Studying",4,"Idea Drafted","True",5,"08","2024","Monday",0.432120993878286,3
"SESSION03051","Undergraduate","Psychology",2024-11-25,54.83,25,"Homework Help",2,"Gave Up","False",1,"11","2024","Monday",0.455954769286887,3
"SESSION03052","Undergraduate","Engineering",2024-07-12,3.04,1,"Writing",5,"Assignment Completed","True",5,"07","2024","Friday",0.328947368421053,1
"SESSION03053","Undergraduate","Biology",2025-02-24,8.46,3,"Homework Help",3,"Idea Drafted","True",2.1,"02","2025","Monday",0.354609929078014,2
"SESSION03054","Graduate","Biology",2024-08-21,10.46,3,"Coding",3,"Assignment Completed","False",4.1,"08","2024","Wednesday",0.286806883365201,1
"SESSION03055","Undergraduate","Biology",2025-04-04,33.25,8,"Writing",5,"Idea Drafted","True",4.6,"04","2025","Friday",0.240601503759398,1
"SESSION03056","High School","Biology",2024-08-21,17.75,4,"Coding",4,"Idea Drafted","True",4.9,"08","2024","Wednesday",0.225352112676056,1
"SESSION03057","High School","Psychology",2024-08-07,19.16,6,"Coding",5,"Idea Drafted","True",5,"08","2024","Wednesday",0.313152400835073,1
"SESSION03058","Undergraduate","Math",2024-09-12,81.61,23,"Homework Help",4,"Confused","False",3.2,"09","2024","Thursday",0.281828207327533,3
"SESSION03059","Undergraduate","Biology",2024-08-24,25.29,7,"Homework Help",3,"Assignment Completed","True",2.6,"08","2024","Saturday",0.276789244760775,2
"SESSION03060","High School","Psychology",2024-08-08,30.8,6,"Homework Help",4,"Assignment Completed","True",5,"08","2024","Thursday",0.194805194805195,1
"SESSION03061","High School","Engineering",2025-05-26,23.49,5,"Writing",2,"Assignment Completed","True",2,"05","2025","Monday",0.212856534695615,2
"SESSION03062","High School","Computer Science",2025-03-17,26.77,5,"Coding",4,"Assignment Completed","True",3.5,"03","2025","Monday",0.18677624206201,1
"SESSION03063","Undergraduate","Math",2025-06-17,6.68,2,"Homework Help",4,"Assignment Completed","True",5,"06","2025","Tuesday",0.29940119760479,1
"SESSION03064","Graduate","Biology",2025-03-23,25.39,6,"Writing",3,"Idea Drafted","True",1.8,"03","2025","Sunday",0.236313509255612,2
"SESSION03065","Undergraduate","Business",2024-12-19,27.51,12,"Homework Help",4,"Assignment Completed","True",3.9,"12","2024","Thursday",0.436205016357688,3
"SESSION03066","Undergraduate","Computer Science",2024-11-30,15.33,6,"Writing",3,"Gave Up","True",3.7,"11","2024","Saturday",0.391389432485323,2
"SESSION03067","Undergraduate","Biology",2024-12-22,29.72,6,"Homework Help",5,"Assignment Completed","True",3.6,"12","2024","Sunday",0.201884253028264,1
"SESSION03068","Graduate","Business",2025-04-12,4.39,1,"Studying",3,"Confused","False",1.8,"04","2025","Saturday",0.227790432801822,2
"SESSION03069","High School","Psychology",2025-03-07,11.39,3,"Coding",3,"Assignment Completed","True",2.8,"03","2025","Friday",0.263388937664618,2
"SESSION03070","Graduate","Psychology",2024-08-17,2.69,1,"Studying",3,"Idea Drafted","True",2.3,"08","2024","Saturday",0.371747211895911,2
"SESSION03071","Undergraduate","Computer Science",2024-07-14,7.64,1,"Studying",3,"Assignment Completed","True",2.1,"07","2024","Sunday",0.130890052356021,2
"SESSION03072","High School","Engineering",2024-08-07,19.8,8,"Coding",3,"Assignment Completed","True",3.5,"08","2024","Wednesday",0.404040404040404,2
"SESSION03073","High School","Biology",2025-02-14,12.28,4,"Writing",3,"Assignment Completed","False",4.3,"02","2025","Friday",0.325732899022801,1
"SESSION03074","Undergraduate","Engineering",2025-04-19,13.37,4,"Writing",2,"Assignment Completed","True",2,"04","2025","Saturday",0.299177262528048,2
"SESSION03075","Undergraduate","Math",2025-04-09,34.23,6,"Brainstorming",4,"Gave Up","True",4.3,"04","2025","Wednesday",0.175284837861525,1
"SESSION03076","Undergraduate","History",2025-03-12,19.46,4,"Coding",4,"Assignment Completed","True",3.1,"03","2025","Wednesday",0.205549845837616,1
"SESSION03077","Undergraduate","Business",2024-07-28,26.53,10,"Writing",4,"Idea Drafted","True",4.4,"07","2024","Sunday",0.376931775348662,1
"SESSION03078","Undergraduate","Engineering",2024-08-08,14.24,2,"Writing",2,"Gave Up","False",2,"08","2024","Thursday",0.140449438202247,2
"SESSION03079","Graduate","Biology",2024-08-06,31.95,15,"Writing",3,"Assignment Completed","True",4.4,"08","2024","Tuesday",0.469483568075117,3
"SESSION03080","Graduate","Psychology",2024-11-19,10.33,4,"Brainstorming",3,"Idea Drafted","False",3.9,"11","2024","Tuesday",0.387221684414327,1
"SESSION03081","Undergraduate","Computer Science",2024-11-27,10.13,3,"Homework Help",4,"Confused","True",5,"11","2024","Wednesday",0.296150049358342,1
"SESSION03082","Undergraduate","Psychology",2024-08-03,20.47,5,"Coding",4,"Confused","True",2.6,"08","2024","Saturday",0.244259892525647,2
"SESSION03083","Undergraduate","Business",2024-08-13,32.61,7,"Homework Help",4,"Assignment Completed","False",4.3,"08","2024","Tuesday",0.214658080343453,1
"SESSION03084","High School","Engineering",2025-06-13,16.09,3,"Writing",4,"Assignment Completed","True",4.9,"06","2025","Friday",0.186451211932878,1
"SESSION03085","High School","Psychology",2024-09-02,44.44,16,"Writing",3,"Idea Drafted","True",3.4,"09","2024","Monday",0.36003600360036,3
"SESSION03086","Graduate","Business",2024-07-10,11.84,2,"Studying",4,"Assignment Completed","True",5,"07","2024","Wednesday",0.168918918918919,1
"SESSION03087","Undergraduate","Business",2024-08-09,44.77,9,"Studying",5,"Idea Drafted","True",4.1,"08","2024","Friday",0.201027473754746,3
"SESSION03088","Undergraduate","Math",2025-02-18,15.06,5,"Homework Help",3,"Idea Drafted","True",2.7,"02","2025","Tuesday",0.332005312084993,2
"SESSION03089","Undergraduate","Engineering",2025-03-31,28.16,8,"Writing",3,"Assignment Completed","True",2.8,"03","2025","Monday",0.284090909090909,2
"SESSION03090","High School","Business",2024-07-06,10.18,2,"Research",3,"Confused","False",2.4,"07","2024","Saturday",0.196463654223969,2
"SESSION03091","Graduate","Psychology",2024-12-14,11.92,4,"Writing",3,"Idea Drafted","True",2.1,"12","2024","Saturday",0.335570469798658,2
"SESSION03092","Graduate","Business",2024-08-15,14.56,3,"Homework Help",3,"Confused","False",3.6,"08","2024","Thursday",0.206043956043956,2
"SESSION03093","Undergraduate","History",2025-03-31,14.41,3,"Writing",3,"Assignment Completed","True",3.3,"03","2025","Monday",0.208188757807078,2
"SESSION03094","High School","Business",2024-11-04,6.08,2,"Writing",4,"Gave Up","True",2.9,"11","2024","Monday",0.328947368421053,1
"SESSION03095","Graduate","Psychology",2025-03-07,21.27,6,"Homework Help",3,"Confused","True",3.5,"03","2025","Friday",0.282087447108604,2
"SESSION03096","High School","Biology",2025-04-08,26,6,"Writing",2,"Confused","True",1,"04","2025","Tuesday",0.230769230769231,2
"SESSION03097","High School","Business",2025-06-18,22.59,5,"Studying",4,"Confused","True",4.1,"06","2025","Wednesday",0.221336874723329,1
"SESSION03098","Undergraduate","Computer Science",2025-01-15,20.93,6,"Studying",2,"Idea Drafted","False",2.6,"01","2025","Wednesday",0.286669851887243,2
"SESSION03099","Undergraduate","Psychology",2025-04-15,45.97,11,"Coding",4,"Idea Drafted","True",4.3,"04","2025","Tuesday",0.239286491189906,3
"SESSION03100","Undergraduate","Computer Science",2024-12-10,27.16,9,"Coding",3,"Assignment Completed","True",3.3,"12","2024","Tuesday",0.331369661266568,3
"SESSION03101","High School","Psychology",2025-06-21,35.77,9,"Writing",2,"Gave Up","False",1,"06","2025","Saturday",0.251607492311993,2
"SESSION03102","Graduate","Biology",2024-09-28,61.33,13,"Writing",5,"Idea Drafted","True",5,"09","2024","Saturday",0.211968041741399,3
"SESSION03103","High School","Biology",2024-09-08,30.83,11,"Writing",5,"Idea Drafted","True",4.2,"09","2024","Sunday",0.356795329224781,3
"SESSION03104","Graduate","Computer Science",2025-06-18,32.98,7,"Brainstorming",4,"Idea Drafted","True",4.1,"06","2025","Wednesday",0.212249848392965,1
"SESSION03105","Undergraduate","Psychology",2025-02-20,41.14,16,"Writing",3,"Idea Drafted","True",3.9,"02","2025","Thursday",0.388915896937287,3
"SESSION03106","Undergraduate","History",2025-04-10,21.47,8,"Research",4,"Confused","False",3.9,"04","2025","Thursday",0.372612948299953,1
"SESSION03107","High School","Psychology",2025-04-03,6.32,1,"Studying",4,"Assignment Completed","True",4.3,"04","2025","Thursday",0.158227848101266,1
"SESSION03108","Graduate","Math",2024-09-15,20.41,7,"Brainstorming",3,"Idea Drafted","True",3.4,"09","2024","Sunday",0.34296913277805,2
"SESSION03109","Graduate","Business",2024-07-08,4.58,1,"Coding",4,"Idea Drafted","True",3.1,"07","2024","Monday",0.218340611353712,1
"SESSION03110","High School","Math",2024-10-16,8.97,2,"Writing",4,"Confused","True",2.7,"10","2024","Wednesday",0.222965440356745,1
"SESSION03111","High School","History",2025-02-01,25.5,6,"Writing",2,"Idea Drafted","True",1.2,"02","2025","Saturday",0.235294117647059,2
"SESSION03112","Graduate","History",2024-09-06,7.24,1,"Coding",5,"Assignment Completed","True",4.5,"09","2024","Friday",0.138121546961326,1
"SESSION03113","Undergraduate","History",2024-12-08,6.48,1,"Coding",5,"Assignment Completed","True",4.7,"12","2024","Sunday",0.154320987654321,1
"SESSION03114","Undergraduate","History",2024-11-18,8.95,4,"Writing",3,"Assignment Completed","True",3.4,"11","2024","Monday",0.446927374301676,2
"SESSION03115","Undergraduate","Engineering",2024-11-01,28.25,7,"Homework Help",4,"Idea Drafted","False",4.2,"11","2024","Friday",0.247787610619469,1
"SESSION03116","High School","History",2024-09-12,27.03,5,"Coding",2,"Assignment Completed","False",1.1,"09","2024","Thursday",0.184979652238254,2
"SESSION03117","Graduate","Math",2025-01-18,21.99,7,"Coding",3,"Assignment Completed","True",2.6,"01","2025","Saturday",0.318326512050932,2
"SESSION03118","High School","Psychology",2024-06-29,45.62,11,"Homework Help",2,"Confused","True",4.2,"06","2024","Saturday",0.241122314774222,3
"SESSION03119","Graduate","Biology",2025-03-07,18.01,3,"Writing",4,"Idea Drafted","True",5,"03","2025","Friday",0.166574125485841,1
